Name;Condition;gp001;gp002;gp003;gp004;gp005;gp006;gp007;gp008;gp009;gp010;gp011;gp012;gp013;gp014;gp015;gp016;gp017;gp018;gp019;gp020;gp021;gp022;gp023;gp024;gp025;gp026;gp027;gp028;gp029;gp030;gp031;gp032;gp033;gp034;gp035;gp036;gp037;gp038;gp039;gp040;gp041;gp042;gp043;gp044;gp045;gp046;gp047;gp048;gp049;gp050;gp051;gp052;gp053;gp054;gp055;gp056;gp057;gp058;gp059;gp060;gp061;gp062;gp063;gp064;gp065;gp066;gp067;gp068;gp069;gp070;gp071;gp072;gp073;gp074;gp075;gp076;gp077;gp078;gp079;gp080;gp081;gp082;gp083;gp084;gp085;gp086;gp087;gp088;gp089;gp090;gp091;gp092;gp093;gp094;gp095;gp096;gp097;gp098;gp099;gp100;gp101;gp102;gp103;gp104;gp105;gp106;gp107;gp108;gp109;gp110;gp111;gp112;gp113;gp114;gp115;gp116;gp117;gp118;gp119;gp120;gp121;gp122;gp123;gp124;gp125;gp126;gp127;gp128;gp129;gp130;gp131;gp132;gp133;gp134;gp135;gp136;gp137;gp138;gp139;gp140;gp141;gp142;gp143;gp144;gp145;gp146;gp147;gp148;gp149;gp150;gp151;gp152;gp153;gp154;gp155;gp156;gp157;gp158;gp159;gp160;gp161;gp162;gp163;gp164;gp165;gp166;gp167;gp168;gp169;gp170;gp171;gp172;gp173;gp174;gp175;gp176;gp177;gp178;gp179;gp180;gp181;gp182;gp183;gp184;gp185;gp186;gp187;gp188;gp189;gp190;gp191;gp192;gp193;gp194;gp195;gp196;gp197;gp198;gp199;gp200
S1_P_5;Stationary;34.64;15.84;50.01;0;3.48;0;2.3;3.54;16.64;10.97;32.57;0;1.88;3.91;5.38;7.98;3.85;23;23.18;49.79;5.38;0;46.29;0;75.65;0;11.74;3.5;1.07;9.19;12.23;3.59;5.11;111.49;4.89;2.43;1.63;0.64;158.97;9.16;0;0;0;20.59;37.3;20.67;10.99;438.92;80.39;5.79;385.81;45.59;9.98;1.62;95.57;60.32;15.73;2.8;0;3.64;7.35;8.23;56.26;15.84;3.51;0;39.61;0;209;125.28;27.13;0;0;2.46;9.07;187.95;8.08;11.49;0;109.31;13.69;4.13;0;170.75;4.71;0;256.06;40.21;2.23;56.1;54.61;0;35.02;100.75;5.14;224.16;140.12;41.27;6.96;3.13;0;58.84;33.83;25.16;0;50.98;0;9.95;5.12;413.19;82.03;43.57;50.75;12.86;0;0;3.35;0;52.58;38.7;7.22;3.78;0;0;0;396.06;19.59;0;397.3;1078.37;453.06;71.29;23.48;109.18;156.16;255.4;68.74;4.26;23;778.65;1638.61;48928.2;98690.56;394721.48;317.57;18449.91;310579.35;320.08;6422.32;448150.98;149583.06;267341;111.58;91413.98;0;0;0;1.46;23.96;16.61;0;15.33;5.91;5;3.84;0;0;2.05;24.92;209.12;117.12;0;0;0;4.32;4.86;42.61;0;2.31;16.68;28.72;4.53;73.08;208.09;315.99;25.98;59.06;4.57;0;0;0;258.19;172.65;4.07;2.57;2.64;0;2.38;3.24;2.04
S2_P_5;Stationary;1703.26;0;1698.4;28.15;1006.72;18.86;45.36;99.2;53.24;78.26;496.71;11.96;215.75;112.98;82.47;64.85;14.38;81;56.86;1550.69;48.76;3.38;152.03;36.86;296.3;110.97;486.49;70.23;173.75;740.2;423.97;862.2;703.56;1131.07;249.33;277.53;552.79;158.03;3798.96;1150.9;11.92;169.76;131.14;1638.04;1636.46;498.19;2016.08;3305.87;731.03;1974.6;1646.97;1025.36;163.43;894.03;2083.61;1857.96;2650.53;2296.82;852.73;776.29;459.57;173.96;1767.63;1075.46;36.76;203.72;2067.9;0;6943.25;8063.02;2979.38;664.97;611.58;44.56;1159.56;9705.61;160.65;2010.23;184.32;2293.09;2108.93;838.36;788.71;11085.31;3828.97;1624.74;3859.65;4005.36;843.28;2978.26;1575.27;36.78;133.36;6343.3;4756.7;7543.68;3600.18;1642.3;1398.31;541.29;1417.99;1264.49;430.32;395.27;36.86;3477.96;930.32;970.51;195.72;5680.89;708.08;827.71;1316.72;2153.54;127.44;44.84;566.98;587.03;60.38;688.47;311.75;118.8;8.45;22.6;13.73;3437.52;48.74;118.74;900.21;8352.81;4155.91;29.86;733.31;708.89;2437.52;384.7;1418.48;728.37;68.66;9197.31;147.49;66341.78;110602.66;433600.69;41.46;19760.61;149766.69;68.26;459.39;374295.97;12379.93;196659.49;122.28;268190.66;8.62;57.25;2453.91;49.9;3361.23;97.42;35.18;995.54;7.09;10.67;2654.7;5.96;818.94;253.74;5475.23;7702.76;407.22;10.25;10.76;179.12;1891.91;1163.53;1209.24;44.5;1897.58;169.81;3385.09;272.69;1876.29;3646.62;3169.99;1887.54;0;11.38;88.88;550.74;217.61;13631.17;6054.75;8.69;35.61;118.24;0;77.28;162.39;119.45
S3_P_5;Stationary;32.63;0;18.25;0;0;7.58;7.89;22.54;144.62;89.7;448.98;10.99;22.6;66.99;41.52;99.17;0;289.31;421.44;18.63;0;0;0;0;0;28.56;69.04;34.13;33.09;13.51;9.68;4.1;17.54;47.8;5.59;12.49;2.8;2.21;89.94;57.73;0;9.13;14.93;14.98;13.47;1.82;0;153.42;10.4;2.83;86.3;6.13;0;0;37.01;0;6.75;0;36.77;15.24;16.81;0;29.08;0;0;0;2.72;0;145.8;2.37;2.39;0;0;0;88.91;11.11;7.92;6.95;0;21.73;7.82;0;0;35.14;4.04;0;33.27;20.9;0;32.07;0;0;0;0;0;57.53;16.86;0;0;0;0;0;0;0;0;0;0;11.37;0;339.33;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114.71;0;0;65.94;460.93;82.27;0;0;11.18;4.66;8.5;0;0;0;222.98;379.55;32289.27;52682.41;486213.79;66.69;32843.32;276326.99;39.92;744.18;560278.41;46724.69;260856.01;0;230401.98;0;0;0;0;0;0;24.25;220.85;50.68;42.9;0;0;0;0;9.5;46.57;104.79;0;0;0;0;2.78;0;0;0;0;14.07;0;4.91;66.09;145.39;62.75;0;52.3;0;0;0;79.3;33.27;0;35.25;54.34;0;0;33.34;0
S1_P_15;Stationary;3746.94;0;6147.17;89.41;6547.61;80.2;185.15;219.7;50.42;80.9;354.65;8.86;226.34;175.65;149.66;109.91;40.61;123.3;102.14;2878.06;113.41;0;539.07;26.87;1845.06;232.68;329.81;103.43;278.2;1027.33;989.44;2237.55;1705.18;2999.45;1200.18;1588.12;1696.45;805.76;5533.93;3265.75;23.19;535.36;499.46;2236.06;3186.51;3129.01;4994.8;5652.84;2831.37;5249.46;3426.1;3869.67;1974.93;3886.76;5387.05;8373.76;9450.72;4586.32;2937.59;2457.56;2299.81;2125.65;7273.77;5487.97;330.54;569.54;4680.31;0;10469.11;17469.16;6515.34;3876.59;3844.97;476.12;1874.67;10041.82;2141.09;8494.39;1304.96;4240.38;4331.1;3711.92;2468.32;9184.3;9022.45;5982.95;12285.63;10040.25;2075.82;1796.28;2836.61;363.16;1917.15;13943.29;9847.94;5931.72;8008.69;5939.45;4898.96;3159.68;3665.29;2537.72;1576.59;4004.08;66.81;5780.66;4103.26;4048.61;1183.33;6591.93;2811.68;3393.37;4571.95;4850.91;1528.77;1021.88;2939.88;2508.02;1315.23;3249.26;1852.25;1741.37;436.42;616.19;597.9;8437.08;1409.98;2471.74;6947.42;9225.68;7201.03;691.52;1253.16;1959.48;7733.05;7925.81;10243.9;4206.94;187.54;18015.44;712.56;16303.89;50783.9;188422.7;122.05;7423.78;151366.49;213.16;3417.74;276937.55;54658.4;166526.4;173.51;95024.7;31.16;187.95;3584.43;999.27;6370.13;1223.58;73.7;801.54;13.02;14.26;2694.97;5.8;2736.26;3376.84;9494.72;9606.43;1061.91;163.86;258.2;1881.96;5758.7;5198.11;4017.93;130.38;5763.82;3159.53;8014.82;746.85;5052.62;7709.19;5962.82;3438.66;4.08;6.85;100.81;775.28;217.36;17857.18;8509.05;118.24;118.07;107.2;1.41;145.34;276.58;226.99
S2_P_15;Stationary;1585.31;0;1002.78;4.78;345.19;18.99;24.96;100.6;58.71;75.54;424.67;2.9;262.17;126.75;80.29;49.6;10.46;93.2;70.24;1470.51;29.2;0;56.94;13.68;157.91;144.96;492.31;80.66;202.16;868.71;386.44;889.71;792.82;526.49;288.13;110.3;519.15;108.58;4804.74;1386.17;2.53;138.38;140.77;1980.06;1784.3;230.83;2228.98;3433.78;1264.87;2082.36;379.28;585.96;54.16;572.24;1211.49;1660.31;2499.09;2705.55;723.32;672.91;519.15;47.12;811.03;95.52;15.86;201.17;2122.14;0;6767.4;9070.76;4067.16;226.46;190.78;32.24;1365.76;4796.3;75.7;971.45;68.47;2595.6;2090.12;845.69;760.48;10442.38;3594.79;1938.3;1979.96;3044.8;721.35;1706.03;1650.37;18.72;74.66;5606.9;1514.95;5992.68;1497.45;347.84;764.14;247.99;1354.76;98.25;115.84;86.48;36.15;3241.92;408.04;86.97;20.08;3900.27;356.84;53.73;772.65;2833.16;149.82;25.05;338.32;407.58;49.39;185.14;76.72;92.23;6.37;13.07;14.98;1765.59;44.3;47.31;247.77;7227.48;155.47;62.18;767.67;460.56;1806.62;425;196.89;356.07;47.84;8785.74;182.85;75585.85;136190.42;592623.1;52.75;11296.58;131372.67;5.26;53.26;420517.27;25602.23;233841.39;137.37;217481.42;5.42;66.87;2621.61;55.55;2782.86;88.89;72.47;823.66;4.01;0;3135.43;0;362.54;43.6;6134.19;11108.67;329.3;2.9;4.26;140.45;2357.04;990.25;610.69;25.16;2234.03;41.48;2552.22;98.25;1359.55;1075.22;174.27;1968.27;0;6.9;117.05;360.1;68.27;8340.34;3818.69;11.05;9.29;88.36;0;65.55;155.33;170.41
S3_P_15;Stationary;1546.73;0;1553.81;25.23;772.16;18.31;41.03;69.9;53.37;53.48;344.18;6.12;184.68;87.73;65.56;40.34;18.41;51.15;43.57;1589.88;51.42;0;89.07;17.89;94.55;110.73;285.35;50.95;118.85;655.65;496.18;751.13;633.04;1216.12;440.2;303.45;557.03;134.01;3781.96;1039.48;3.56;127.01;113.73;1899.34;1666.9;446.27;1874.03;4943.77;1175.15;2078.84;1066.95;921.24;156.25;950.49;1695.31;2195.06;2387.58;1718.88;758.84;641.69;436.51;168.58;1370.98;761.22;40.21;184.41;1869.52;0;6118.58;7060.33;2914.7;510.34;450.48;58.73;969.95;7628.68;130.56;1752.26;139.88;2230.17;2202.74;1068.38;748.64;8341.16;4029.34;1712.63;4096.55;3733.07;794.87;1633.67;1357.8;54.21;98.81;5461.95;2771.09;5970.32;3260.14;1190.51;1327.3;481.16;956.38;970.42;189.38;166.72;26.84;3209.42;813.51;666.53;44.06;5078.82;830.02;736.83;1379.57;2572.27;248.48;58.17;523.68;599.43;39.3;592.42;287.48;106.48;10.65;14.73;13.48;3482.84;46.46;79.02;280.69;8553.78;1534.13;27.58;681.85;648.87;2710.56;293.06;826.5;347.1;24.91;9786.48;378.28;44878.47;101417.75;454400.28;57.81;14665.56;166023.1;48.2;1329.06;485288.62;42718.52;244507.7;148.11;189177.29;6.68;60.56;2028.45;50.31;2845.88;137.59;39.04;673.99;5.18;2.39;1917.46;7.12;705.31;241.81;4497.13;7818.48;622.92;4.08;3.43;226.66;1869.6;1214.24;1107.86;19.94;1702.46;81.28;3187.32;288.39;2005.37;3021.11;1081.51;1582.12;0;6.8;89.44;329.09;174.56;8427.45;2972.45;2.6;36.83;91.68;2.6;89.33;137.3;129.77
S1_P_30;Stationary;3805.1;0;9482.35;191.96;11949.21;214.08;419.26;662.85;177.35;223.69;348.24;11.11;179.8;171.13;166.28;156.18;68.97;245.1;299.15;3250.82;53;0;368.16;34.17;1240.23;396.22;695.17;210.34;546.32;1256.28;1197.25;3471.55;3452.4;2222.31;951.36;1498.06;2095.56;1312.19;6532.47;5980.46;55.86;1681.89;2016.58;4004.76;4784.24;4112.65;9438.81;4493.29;2074.4;5543.96;2601.56;3968.61;2127.78;5378.19;7710.16;12944.07;17124.34;7437.55;5357.57;5678.97;7257.43;4957.74;16905.49;16313.04;1337.57;3059.52;5732.24;668.79;13729.63;24193.13;10752.48;7777.48;8450.73;769.46;3781.83;10572.27;2165.8;11852.86;1742.59;6393.85;7960.7;7522.71;5630.09;9406.64;11681.51;7924.07;15320.62;14116.76;4971.22;2982.91;4368.93;428.83;2957.62;26485.01;20690.46;4571.5;7372.3;5181.91;5777.33;6399.89;9597.56;2128.32;1268.08;3135.37;70.74;5271.81;3686;3878.24;1300.42;5094.54;2145.16;2756.33;3997.69;5442.65;1897.93;1238.17;5175.97;4866.15;1154.95;3874.5;2434.97;2248.89;740.98;1212.06;1368.93;5931.75;972.5;2331.85;6480.14;9471.84;6166.89;454.29;860.18;1357.85;5973.3;7052.46;11033.56;5434.51;97;19000.4;354.31;7479.83;26462.9;124849.73;62.94;4293.54;72773.01;117.08;1427.76;169107.05;28988.66;109706.38;188.36;81404.65;20.95;256.93;5313.75;1068.85;6884.56;1036.74;140.27;1657.03;39.56;48.59;6772.99;13.19;4804.1;4914.54;13649.18;11806.81;790.58;416.54;501.83;3784.48;11260.7;7971.24;4909.18;189.62;8221.09;3309.31;8538.25;724.09;4294.84;5990.28;4315.74;4485.18;0;15.87;229.47;3038.26;906.88;24989.27;7009.65;103.43;164.32;135.55;3.39;197.82;302.13;297.58
S2_P_30;Stationary;2645.38;0;4976.65;116.08;5301.19;105.8;211.17;523.24;114.67;112.91;385.55;13.06;244.24;164.8;170.01;123.19;59.43;276.45;450.83;2660.81;54.36;1.12;87.31;20.68;150.1;366.76;948.54;195.09;553;956.89;879.36;2062.27;2699.96;1286.34;460.72;547.22;1203.04;556.44;6109.19;4037.66;60.46;1327.09;1643.04;3623.62;3508.25;1418.38;6350.47;3829.85;1099.45;4289.06;1922.36;2305.54;531.52;2855.89;4898.63;6930.59;9258.87;7267.69;3579.49;4071.22;4844.32;1451.35;8744.88;8548.9;456.19;2181.2;4368.79;385.3;14043.89;20790.69;8778.18;3590.23;4424.33;201.33;3638.39;13494.34;521.46;6054.53;713.06;4970.67;6689.68;4198.51;3958.08;9887.37;7389.79;4294.51;8538.35;11108.95;4565.23;3881.52;3342.16;123.93;621.67;19559.22;15993.13;6158.35;5735.59;2823.44;3986.77;3881.74;11594.56;2109.43;511.49;653.87;38.68;4994.49;2256.61;2088.39;407.72;6549.73;1533.79;1747.46;2936.14;5006.65;975.3;227.65;3070.42;4074.19;76.36;1640.68;1009.7;491.77;37.44;164.97;163.06;4730.41;120.01;446.27;1626.66;10969.76;4082.2;40.62;796.3;855;3469.84;645.27;3612.91;1586.64;28.54;15298.34;312.35;26147.6;49155.43;273239.92;35.61;7858.38;103969.62;26.82;1201.09;293420.25;19610.8;161038.84;103.3;136976.41;12.64;176.92;6645.73;150.35;5745.19;175.2;171.28;2116.54;22.79;24.83;10930.42;24.78;4224.67;1570.3;13539.09;12092.33;746.5;60.2;89.65;1928.88;8345.98;4050.54;2783.11;89.39;5413.88;530.62;7094.35;499.88;2804.34;3952.4;2982.4;3325.74;0;20;314.96;2505.52;1604.69;23134.46;4153.63;13;82.88;99.69;0.72;192.93;326.85;230
S3_P_30;Stationary;3414.48;0;5301.58;152.15;5328.45;128.47;294.19;668.78;100.47;123.21;437.82;13.72;355.76;236.19;246.7;192.72;63.44;326.67;451.55;2933.21;42.52;1.04;85.36;15.65;80.01;509.93;924.07;225.64;572.74;1474.01;1267.16;3097.6;3534.66;1732.88;804.84;967.75;1981.01;897.92;8892.83;6537.68;79.17;2157.55;2792.58;5308.55;4965.38;1983.04;8917.33;5680.39;1918.67;7211.13;1575.56;3042.5;1008.23;4531.13;5870.17;8758.28;10968.63;7898.28;4910.6;5624.99;7121.75;2107.3;8112.57;7245.39;541.26;2252.15;6262.96;68.34;16499.87;26823.95;13943.23;5320.91;5674.64;354.55;4204.09;14842.35;929.29;8809.32;823.07;8242.72;11622.37;8078.32;6385.42;12571.7;14605.28;8103.78;12403.21;14146.96;5886.99;3308.76;3102.14;137.82;703.41;15365.88;10896.44;6840.27;6808.85;3363.66;5007.53;4773.34;10734.09;2251.33;547.48;946.72;42.68;6086.35;2578;2795.66;820.35;6808.59;1880.54;2069.03;4290.28;8656.3;1671.53;526.91;4320.98;6209.97;99.56;2383.01;1437;631.79;52.75;204.93;267.46;4987.05;196.76;593.12;1217.51;8174.56;3071;32.7;598.74;760.31;4644.39;735.67;3775.22;1119.07;5.3;21859.11;411.33;14080.32;39458.3;209116.85;27.74;5164.41;93459.43;31.62;2253.56;248626.76;23866.2;121329;57.16;102075.65;19.13;296.19;5825.57;298.55;7530.81;251.16;204.48;2232.36;33.08;44.07;10871.79;22.09;4607.67;2091.1;14900.9;14852.05;985.93;93.37;183.15;3367.33;13417.04;7046.38;4059.76;73.29;7754.03;1086.15;9126.05;602.89;4072.55;4805.31;3162.09;3608.3;0;25.11;196.46;2042.73;1821.81;16142.28;2712.67;4.02;88.4;93.9;1.34;259;377.73;361.51
